Name,Sex,Count,MaleCount,FemaleCount
Aleksander,M,1743,1743,0
Aleksandr,M,368,368,0
Aleksandra,F,1465,0,1465
Aleksei,M,30,30,0
Aleksey,M,64,64,0
Aleksia,F,5,0,5
Alekxander,M,5,5,0
Alekzander,M,270,270,0
Aleli,F,11,0,11
Alen,M,593,593,0
Alena,F,9330,0,9330
Alene,F,4972,0,4972
Alenna,F,55,0,55
Alesa,F,17,0,17
Alesana,F,18,0,18
Alesandra,F,184,0,184
Alesandro,M,34,34,0
Alese,F,6,0,6
Alesha,F,4889,5,4884
Aleshia,F,1001,0,1001
Alesia,F,4447,0,4447
Alessa,F,920,0,920
Alessand,M,5,5,0
Alessandra,F,16327,0,16327
Alessandria,F,11,0,11
Alessandro,M,6378,6378,0
Alessia,F,2626,0,2626
Alessio,M,428,428,0
Alesso,M,6,6,0
Aleta,F,2510,0,2510
Aletha,F,2220,0,2220
Alethea,F,1292,0,1292
Aletheia,F,67,0,67
Alethia,F,434,0,434
Aletta,F,36,0,36
Alex,M,269216,263112,6104
Alexa,F,120630,20,120610
Alexah,F,78,0,78
Alexandar,M,11,11,0
Alexande,M,299,299,0
Alexander,M,655086,652676,2410
Alexandera,F,6,0,6
Alexanderia,F,37,0,37
Alexanderjames,M,5,5,0
Alexandr,F,323,22,301
Alexandra,F,228983,215,228768
Alexandre,M,2837,2837,0
Alexandrea,F,6360,0,6360
Alexandria,F,94971,27,94944
Alexandrina,F,20,0,20
Alexandro,M,4725,4725,0
Alexandros,M,442,442,0
Alexandru,M,58,58,0
Alexandrya,F,11,0,11
Alexas,F,93,0,93
Alexavier,M,1095,1095,0
Alexcia,F,396,0,396
Alexcis,F,10,0,10
Alexei,M,258,258,0
Alexes,F,140,16,124
Alexey,M,85,85,0
Alexi,F,2556,467,2089
Alexia,F,40901,6,40895
Alexiah,F,67,0,67
Alexiana,F,17,0,17
Alexie,F,468,16,452
Alexina,F,5,0,5
Alexio,M,6,6,0
Alexis,F,395030,60390,334640
Alexiss,F,103,0,103
Alexius,F,551,0,551
Alexiz,F,80,30,50
Alexsa,F,126,0,126
Alexsander,M,390,390,0
Alexsandra,F,1186,0,1186
Alexsandro,M,43,43,0
Alexsia,F,22,0,22
Alexsis,F,342,27,315
Alexssa,F,5,0,5
Alexsys,F,5,0,5
Alexus,F,17298,0,17298
Alexx,F,26,15,11
Alexxa,F,249,0,249
Alexxia,F,6,0,6
Alexxis,F,332,0,332
Alexxus,F,45,0,45
Alexy,F,39,5,34
Alexya,F,66,0,66
Alexys,F,2543,96,2447
Alexyss,F,70,0,70
Alexza,F,42,0,42
Alexzander,M,4800,4800,0
Alexzandra,F,354,0,354
Alexzandrea,F,11,0,11
Alexzandria,F,479,0,479
Aleya,F,313,0,313
Aleyah,F,760,0,760
Aleyda,F,625,0,625
Aleyna,F,720,0,720
Aleysha,F,17,0,17
Aleyshka,F,5,0,5
Aleyssa,F,13,0,13
Aleyza,F,113,0,113
Alezander,M,5,5,0
Alezandra,F,6,0,6
Alezay,F,10,0,10
Alf,M,110,110,0
Alfa,F,6,0,6
Alferd,M,11,11,0
Alfie,M,104,104,0
Alfio,M,10,10,0
Alfons,M,56,56,0
Alfonse,M,557,557,0
Alfonsina,F,5,0,5
Alfonso,M,34681,34681,0
Alfonza,M,648,648,0
Alfonzo,M,2067,2067,0
Alford,M,1855,1855,0
Alfred,M,222432,222372,60
Alfreda,F,7452,0,7452
Alfredia,F,219,0,219
Alfredo,M,50619,50588,31
Alfreida,F,5,0,5
Alfretta,F,10,0,10
Alfrieda,F,43,0,43
Algenis,M,42,42,0
Alger,M,134,134,0
Algerd,M,5,5,0
Algernon,M,43,43,0
Algia,F,5,0,5
Algie,M,153,153,0
Algot,M,6,6,0
Alhaji,M,5,5,0
Alhassan,M,5,5,0
Ali,U,30638,23397,7241
Alia,F,7498,0,7498
Aliah,F,2522,0,2522
Alian,M,5,5,0
Aliana,F,4318,0,4318
Alianah,F,16,0,16
Alianna,F,2042,0,2042
Aliannah,F,146,0,146
Alianny,F,21,0,21
Alianys,F,5,0,5
Alias,M,60,60,0
Alica,F,73,0,73
Alice,F,481800,106,481694
Alicea,F,81,0,81
Alicen,F,42,0,42
Alicha,F,5,0,5
Alicia,F,221944,150,221794
Aliciana,F,16,0,16
Alicja,F,82,0,82
Alida,F,941,0,941
Alie,F,5,0,5
Aliea,F,5,0,5
Aliena,F,5,0,5
Aliene,F,30,0,30
Aliesha,F,21,0,21
Alif,M,10,10,0
Aliha,F,10,0,10
Alii,M,5,5,0
Alijah,M,8120,7814,306
Alik,U,18,13,5
Alika,M,436,421,15
Alim,M,32,32,0
Alima,F,23,0,23
Alin,F,93,0,93
Alina,F,27200,0,27200
Alinah,F,199,0,199
Alinda,F,10,0,10
Aline,F,8906,0,8906
Alinna,F,160,0,160
Aliou,M,29,29,0
Alique,F,5,0,5
Alireza,M,27,27,0
Alis,F,17,0,17
Alisa,F,30587,0,30587
Alisande,F,6,0,6
Alisandra,F,37,0,37
Alise,F,854,0,854
Alisha,F,53474,14,53460
Alishba,F,135,0,135
Alisher,M,5,5,0
Alishia,F,854,0,854
Alisi,F,6,0,6
Alisia,F,1356,0,1356
Alison,F,108986,26,108960
Alissa,F,35112,5,35107
Alissandra,F,39,0,39
Alissia,F,42,0,42
Alisson,F,3071,0,3071
Alistair,M,972,972,0
Alister,M,184,184,0
Alisyn,F,27,0,27
Alita,F,67,0,67
Alitza,F,109,0,109
Alitzel,F,128,0,128
Alivea,F,11,0,11
Alivia,F,25342,0,25342
Aliviah,F,157,0,157
Alix,F,1270,83,1187
Alixandra,F,132,0,132
Alixandria,F,26,0,26
Aliya,F,6922,0,6922
Aliyaah,F,5,0,5
Aliyah,F,36587,6,36581
Aliyana,F,947,0,947
Aliyanah,F,6,0,6
Aliyanna,F,133,0,133
Aliyyah,F,18,0,18
Aliz,F,16,0,16
Aliza,F,6437,0,6437
Alizabeth,F,314,0,314
Alizae,F,512,0,512
Alizah,F,273,0,273
Alizay,F,402,0,402
Alize,F,3841,48,3793
Alizea,F,24,0,24
Alizee,F,134,0,134
Alizey,F,11,0,11
Alizon,F,123,0,123
Aljandro,M,5,5,0
Aljaquan,M,6,6,0
Alka,F,42,0,42
Alkeria,F,5,0,5
Alla,F,65,0,65
Allah,M,42,42,0
Allaina,F,5,0,5
Allan,M,89372,89372,0
Allana,F,764,0,764
Allanah,F,108,0,108
Allante,M,163,152,11
Allard,M,5,5,0
Allayna,F,18,0,18
Allean,F,329,0,329
Allee,F,137,0,137
Alleen,F,33,0,33
Allegra,F,1773,0,1773
Alleigh,F,38,0,38
Allen,M,259175,259113,62
Allena,F,143,0,143
Allene,F,5237,0,5237
Allexa,F,5,0,5
Allexis,F,14,0,14
Allexus,F,15,0,15
Alley,F,118,0,118
Alleyne,F,6,0,6
Alli,F,1798,0,1798
Allia,F,11,0,11
Alliah,F,34,0,34
Alliana,F,76,0,76
Allianna,F,5,0,5
Allie,F,38686,595,38091
Allina,F,21,0,21
Alline,F,575,0,575
Allisa,F,119,0,119
Allisen,F,7,0,7
Allisha,F,57,0,57
Allison,F,293765,478,293287
Allissa,F,626,0,626
Allisson,F,1899,0,1899
Allister,M,49,49,0
Allisyn,F,67,0,67
Alliyah,F,1586,0,1586
Allizon,F,54,0,54
Allura,F,33,0,33
Allure,F,33,0,33
Ally,F,7772,0,7772
Allyana,F,30,0,30
Allyanna,F,17,0,17
Allyce,F,32,0,32
Allycia,F,5,0,5
Allyn,U,783,523,260
Allyna,F,11,0,11
Allyne,F,32,0,32
Allysa,F,1052,0,1052
Allyse,F,61,0,61
Allysen,F,43,0,43
Allysha,F,32,0,32
Allysia,F,15,0,15
Allyson,F,48146,0,48146
Allyssa,F,4622,0,4622
Allysson,F,119,0,119
Allyzon,F,10,0,10
Alma,F,125919,519,125400
Almadelia,F,62,0,62
Almalik,M,11,11,0
Almarie,F,10,0,10
Almarosa,F,52,0,52
Almeda,F,1302,0,1302
Almena,F,27,0,27
Almendra,F,11,0,11
Almer,M,24,19,5
Almerinda,F,5,0,5
Almeta,F,690,0,690
Almeter,F,6,0,6
Almetta,F,28,0,28
Almir,M,5,5,0
Almira,F,32,0,32
Almon,M,69,69,0
Almond,M,11,11,0
Alnisa,F,205,0,205
Aloha,F,33,0,33
Alohilani,F,6,0,6
Alois,M,1137,1137,0
Aloma,F,156,0,156
Alon,M,222,222,0
Alona,F,743,0,743
Alonda,F,60,0,60
Alondra,F,36749,21,36728
Aloni,F,20,0,20
Alonna,F,762,0,762
Alonso,M,7896,7896,0
Alonte,M,27,27,0
Alonza,M,1420,1420,0
Alonzo,M,34496,34496,0
Alora,F,2444,0,2444
Aloys,M,63,63,0
Aloysius,M,2676,2676,0
Aloysuis,M,5,5,0
Alp,M,37,37,0
Alpha,F,3374,454,2920
Alpheus,M,15,15,0
Alphonsa,M,10,10,0
Alphonse,M,6728,6728,0
Alphonso,M,11165,11165,0
Alphonsus,M,48,48,0
Alphonza,M,62,62,0
Alphonzo,M,214,214,0
Alquan,M,55,55,0
Alsace,F,5,0,5
Alsexander,M,5,5,0
Alston,M,528,528,0
Alta,F,17505,0,17505
Altagracia,F,257,0,257
Altair,F,24,11,13
Altamease,F,33,0,33
Altamese,F,176,0,176
Altarik,M,5,5,0
Altariq,M,117,117,0
Alter,M,160,160,0
Alterick,M,7,7,0
Altha,F,941,0,941
Althea,F,10368,0,10368
Altheda,F,5,0,5
Althia,F,5,0,5
Altie,F,66,0,66
Altin,M,12,12,0
Alto,M,160,160,0
Alton,M,40103,40103,0
Altonio,M,5,5,0
Altovise,F,18,0,18
Altus,M,5,5,0
Aluna,F,10,0,10
Alura,F,10,0,10
Alva,U,9856,5962,3894
Alvah,M,133,133,0
Alvan,M,120,120,0
Alvaro,M,12596,12596,0
Alveena,F,12,0,12
Alven,M,16,16,0
Alvena,F,101,0,101
Alvera,F,922,0,922
Alverda,F,259,0,259
Alverna,F,130,0,130
Alverta,F,1003,0,1003
Alverto,M,33,33,0
Alvester,M,23,23,0
Alvey,M,5,5,0
Alvi,M,10,10,0
Alvie,M,1482,1455,27
Alvilda,F,8,0,8
Alvin,M,150297,150276,21
Alvina,F,4486,0,4486
Alvino,M,598,598,0
Alvira,F,83,0,83
Alvis,M,2454,2444,10
Alvita,F,5,0,5
Alwilda,F,10,0,10
Alwin,M,21,21,0
Aly,F,380,93,287
Alya,F,315,0,315
Alyaan,M,7,7,0
Alyah,F,393,0,393
Alyan,M,10,10,0
Alyana,F,637,0,637
Alyanah,F,5,0,5
Alyanna,F,701,0,701
Alyannah,F,16,0,16
Alyas,M,5,5,0
Alyce,F,11186,0,11186
Alycia,F,6800,0,6800
Alyda,F,5,0,5
Alydia,F,37,0,37
Alyene,F,12,0,12
Alyia,F,28,0,28
Alyiah,F,169,0,169
Alyissa,F,30,0,30
Alyjah,M,5,5,0
Alyn,F,55,0,55
Alyna,F,1189,0,1189
Alynah,F,43,0,43
Alyne,F,132,0,132
Alynna,F,375,0,375
Alyric,F,12,0,12
Alys,F,20,0,20
Alysa,F,4526,0,4526
Alysah,F,10,0,10
Alysandra,F,25,0,25
Alyse,F,4477,0,4477
Alysen,F,11,0,11
Alysha,F,6946,0,6946
Alyshia,F,187,0,187
Alysia,F,6221,0,6221
Alyson,F,24991,0,24991
Alyss,F,5,0,5
Alyssa,F,303506,70,303436
Alyssah,F,145,0,145
Alyssamae,F,5,0,5
Alyssamarie,F,101,0,101
Alyssandra,F,216,0,216
Alysse,F,380,0,380
Alyssia,F,2703,0,2703
Alysson,F,523,0,523
Alyvia,F,3291,0,3291
Alyx,F,125,0,125
Alyxandra,F,53,0,53
Alyxandria,F,34,0,34
Alyza,F,533,0,533
Alyzabeth,F,6,0,6
Alyzae,F,19,0,19
Alyzah,F,37,0,37
Alyze,F,15,0,15
Alyzea,F,13,0,13
Alyzza,F,45,0,45
Alzada,F,10,0,10
Alzina,F,22,0,22
Alzira,F,12,0,12
Ama,F,44,0,44
Amaan,M,313,313,0
Amaar,M,22,22,0
Amada,F,1051,0,1051
Amadeo,M,465,465,0
Amadeus,M,261,261,0
Amadi,F,5,0,5
Amadita,F,5,0,5
Amado,M,2346,2346,0
Amador,M,2175,2175,0
Amadou,M,480,480,0
Amahia,F,10,0,10
Amai,F,6,0,6
Amaia,F,950,0,950
Amaiah,F,95,0,95
Amaira,F,81,0,81
Amairani,F,755,0,755
Amairany,F,609,0,609
Amaiya,F,666,0,666
Amaiyah,F,163,0,163
Amal,F,1322,0,1322
Amala,F,5,0,5
Amali,F,5,0,5
Amalia,F,8652,0,8652
Amalie,F,162,0,162
Amalin,F,6,0,6
Amalio,M,10,10,0
Amalya,F,37,0,37
Amalyn,F,5,0,5
Aman,M,976,966,10
Amana,F,5,0,5
Amanada,F,31,0,31
Amanat,F,5,0,5
Amanda,F,773342,826,772516
Amandeep,F,123,60,63
Amando,M,479,474,5
Amani,F,9658,955,8703
Amanpreet,F,43,5,38
Amanuel,M,25,25,0
Amar,M,2191,2184,7
Amara,F,10419,11,10408
Amarachi,F,101,0,101
Amarachukwu,F,5,0,5
Amarah,F,421,0,421
Amaranta,F,14,0,14
Amare,M,4469,4458,11
Amaree,U,173,128,45
Amari,F,28470,15795,12675
Amaria,F,1229,0,1229
Amariah,F,1435,0,1435
Amarian,M,43,43,0
Amariana,F,169,0,169
Amarianna,F,39,0,39
Amarie,F,935,36,899
Amarii,M,77,64,13
Amarilis,F,132,0,132
Amarilys,F,27,0,27
Amarion,M,2779,2779,0
Amariona,F,7,0,7
Amaris,F,5101,5,5096
Amarissa,F,116,0,116
Amarius,M,6,6,0
Amariya,F,51,0,51
Amariyah,F,123,0,123
Amariyon,M,5,5,0
Amariz,F,10,0,10
Amarri,M,5,5,0
Amaru,M,88,88,0
Amaryllis,F,152,0,152
Amato,M,6,6,0
Amatullah,F,15,0,15
Amauri,M,710,666,44
Amauris,M,5,5,0
Amaury,M,506,506,0
Amay,M,19,19,0
Amaya,F,27580,0,27580
Amayah,F,1941,0,1941
Amayra,F,22,0,22
Amayrani,F,227,0,227
Amayrany,F,18,0,18
Amaziah,M,92,92,0
Ambar,F,1656,0,1656
Amber,F,367310,173,367137
Amberle,F,6,0,6
Amberlea,F,5,0,5
Amberlee,F,433,0,433
Amberleigh,F,6,0,6
Amberley,F,43,0,43
Amberlie,F,5,0,5
Amberlin,F,5,0,5
Amberly,F,3466,0,3466
Amberlyn,F,361,0,361
Amberlynn,F,243,0,243
Amberrose,F,12,0,12
Ambika,F,16,0,16
Ambra,F,131,0,131
Ambre,F,16,0,16
Ambree,F,68,0,68
Ambria,F,638,0,638
Ambrie,F,6,0,6
Ambriel,F,5,0,5
Ambrielle,F,101,0,101
Ambrocio,M,11,11,0
Ambrose,M,2935,2935,0
Ambrosia,F,303,0,303
Ambrosio,M,339,339,0
Ambry,F,5,0,5
Ambur,F,21,0,21
Ameal,M,6,6,0
Amedeo,M,134,134,0
Amedio,M,11,11,0
Amee,F,355,0,355
Ameen,M,440,440,0
Ameena,F,407,0,407
Ameenah,F,65,0,65
Ameer,M,3238,3238,0
Ameera,F,1036,0,1036
Ameerah,F,751,0,751
Ameet,M,5,5,0
Ameilia,F,5,0,5
Ameir,M,80,80,0
Amel,F,26,11,15
Amela,F,22,0,22
Ameli,F,11,0,11
Amelia,F,165929,18,165911
Ameliah,F,85,0,85
Ameliana,F,15,0,15
Amelie,F,5491,0,5491
Amelio,M,28,28,0
Ameliya,F,5,0,5
Amellia,F,22,0,22
Amely,F,33,0,33
Amelya,F,20,0,20
Amen,U,298,177,121
Amena,F,95,0,95
Amenda,F,5,0,5
Amer,M,318,318,0
Amera,F,51,0,51
Amere,M,241,236,5
Ameri,F,10,0,10
Ameria,F,133,0,133
America,F,9834,0,9834
Americo,M,1552,1552,0
Americus,F,51,5,46
Amerie,F,1251,0,1251
Amerigo,M,139,139,0
Amerika,F,53,0,53
Ameris,F,49,0,49
Amery,F,120,0,120
Ames,M,71,71,0
Amesha,F,5,0,5
Amethyst,F,1249,0,1249
Amey,F,11,0,11
Ameya,F,168,11,157
Ameyalli,F,10,0,10
Ami,F,4520,20,4500
Amia,F,3101,0,3101
Amiah,F,2436,0,2436
Amias,M,137,137,0
Amie,F,16944,0,16944
Amiee,F,310,0,310
Amiel,M,66,66,0
Amier,M,36,36,0
Amil,F,23,12,11
Amila,F,65,0,65
Amilah,F,6,0,6
Amilcar,M,207,207,0
Amilia,F,626,0,626
Amiliana,F,13,0,13
Amilio,M,6,6,0
Amillia,F,32,0,32
Amilliana,F,5,0,5
Amily,F,10,0,10
Amilya,F,55,0,55
Amin,M,1361,1361,0
Amina,F,9641,0,9641
Aminah,F,2340,0,2340
Aminata,F,967,0,967
Amine,M,15,15,0
Aminta,F,19,0,19
Amir,M,28395,28390,5
Amira,F,11390,0,11390
Amiracle,F,552,0,552
Amirah,F,5105,0,5105
Amire,M,64,64,0
Amiree,F,8,0,8
Amiri,M,53,53,0
Amirjon,M,6,6,0
Amirrah,F,10,0,10
Amisadai,F,11,0,11
Amish,M,10,10,0
Amisha,F,126,0,126
Amit,M,1641,1632,9
Amita,F,20,0,20
Amitai,M,6,6,0
Amity,F,277,0,277
Amiya,F,5987,0,5987
Amiyah,F,11332,0,11332
Amjad,M,5,5,0
Amma,F,10,0,10
Ammar,M,1010,1010,0
Ammi,F,5,0,5
Ammie,F,354,0,354
Ammon,M,1803,1803,0
Ammy,F,390,0,390
Amna,F,502,0,502
Amneris,F,6,0,6
Amogh,M,166,166,0
Amon,M,221,221,0
Amoni,F,205,0,205
Amonie,F,5,0,5
Amonte,M,34,34,0
Amor,F,467,0,467
Amora,F,1516,0,1516
Amore,F,99,0,99
Amoreena,F,38,0,38
Amorette,F,84,0,84
Amori,F,16,5,11
Amorie,F,43,0,43
Amory,F,40,10,30
Amos,M,24994,24994,0
Amour,F,45,0,45
Amoura,F,25,0,25
Amparo,F,2288,0,2288
Ample,F,5,0,5
Amr,M,190,190,0
Amra,F,10,0,10
Amreen,F,54,0,54
Amri,F,80,0,80
Amrie,F,18,0,18
Amrit,F,297,138,159
Amrita,F,373,0,373
Amritpal,M,31,31,0
Amrom,M,205,205,0
Amrutha,F,5,0,5
Amulya,F,23,0,23
Amunet,F,5,0,5
Amunique,F,11,0,11
Amy,F,681011,432,680579
Amya,F,8404,0,8404
Amyah,F,1669,0,1669
Amye,F,24,0,24
Amyia,F,159,0,159
Amyiah,F,183,0,183
Amyjo,F,42,0,42
Amyla,F,7,0,7
Amylah,F,6,0,6
Amylia,F,5,0,5
Amyra,F,522,0,522
Amyrah,F,88,0,88
Amyre,F,41,0,41
Amyree,F,10,0,10
Amyri,F,77,0,77
Amyria,F,54,0,54
Amyriah,F,5,0,5
Amyrie,F,71,0,71
Amzie,F,6,0,6
An,F,677,262,415
Ana,F,96993,224,96769
Anaalicia,F,25,0,25
Anaaya,F,5,0,5
Anabel,F,6676,0,6676
Anabela,F,47,0,47
Anabelen,F,10,0,10
Anabelia,F,5,0,5
Anabell,F,628,0,628
Anabella,F,4668,0,4668
Anabelle,F,6711,0,6711
Anabeth,F,8,0,8
Anabia,F,108,0,108
Anacamila,F,10,0,10
Anacani,F,20,0,20
Anacaren,F,33,0,33
Anacarolina,F,6,0,6
Anacecilia,F,5,0,5
Anaceli,F,5,0,5
Anaclara,F,35,0,35
Anacleto,M,44,44,0
Anacristina,F,45,0,45
Anadalay,F,10,0,10
Anaeli,F,15,0,15
Anaelle,F,50,0,50
Anagabriela,F,17,0,17
Anagha,F,130,0,130
Anah,F,5,0,5
Anahi,F,14090,0,14090
Anahid,F,17,0,17
Anahis,F,15,0,15
Anahit,F,230,0,230
Anahita,F,39,0,39
Anahy,F,677,0,677
Anai,F,1289,0,1289
Anaia,F,29,0,29
Anaiah,F,1084,0,1084
Anaid,F,181,0,181
Anaily,F,6,0,6
Anaira,F,32,0,32
Anairis,F,10,0,10
Anais,F,5412,0,5412
Anaisa,F,62,0,62
Anaisabel,F,6,0,6
Anaise,F,5,0,5
Anaisha,F,116,0,116
Anaissa,F,5,0,5
Anaiya,F,886,0,886
Anaiyah,F,502,0,502
Anaiz,F,75,0,75
Anaiza,F,24,0,24
Anaja,F,5,0,5
Anajah,F,22,0,22
Anajulia,F,34,0,34
Anaka,F,5,0,5
Anakaren,F,680,0,680
Anakin,M,1571,1571,0
Analaura,F,140,0,140
Analaya,F,11,0,11
Analayah,F,15,0,15
Analea,F,34,0,34
Analeah,F,496,0,496
Analee,F,723,0,723
Analeia,F,5,0,5
Analeigh,F,605,0,605
Analeigha,F,5,0,5
Analena,F,6,0,6
Analeya,F,5,0,5
Anali,F,1008,0,1008
Analia,F,3366,0,3366
Analiah,F,273,0,273
Analicia,F,1065,0,1065
Analie,F,94,0,94
Analiese,F,506,0,506
Analilia,F,143,0,143
Analina,F,12,0,12
Analis,F,97,0,97
Analisa,F,2228,0,2228
Analise,F,2329,0,2329
Analissa,F,39,0,39
Analisse,F,6,0,6
Analiya,F,8,0,8
Analiyah,F,394,0,394
Analiz,F,158,0,158
Analiza,F,28,0,28
Analleli,F,13,0,13
Anallely,F,34,0,34
Analucia,F,197,0,197
Analuisa,F,63,0,63
Analuiza,F,7,0,7
Analy,F,1071,0,1071
Analya,F,5,0,5
Analyn,F,12,0,12
Analynn,F,22,0,22
Analysa,F,81,0,81
Analyse,F,77,0,77
Analysia,F,6,0,6
Analyssa,F,223,0,223
Anam,F,125,0,125
Anamaria,F,1464,0,1464
Anamarie,F,330,0,330
Anamika,F,6,0,6
Anamta,F,5,0,5
Anand,M,574,574,0
Ananda,F,536,0,536
Ananias,M,6,6,0
Anant,M,5,5,0
Ananya,F,2468,0,2468
Anapaola,F,10,0,10
Anapatricia,F,7,0,7
Anapaula,F,139,0,139
Anara,F,10,0,10
Anareli,F,10,0,10
Anari,F,97,0,97
Anaria,F,5,0,5
Anarosa,F,85,0,85
Anas,M,778,778,0
Anasia,F,130,0,130
Anasofia,F,356,0,356
Anasophia,F,32,0,32
Anastacia,F,2149,0,2149
Anastacio,M,1304,1304,0
Anastasi,F,20,0,20
Anastasia,F,38320,0,38320
Anastasija,F,5,0,5
Anastasio,M,57,57,0
Anastasios,M,269,269,0
Anastasiya,F,17,0,17
Anastassia,F,15,0,15
Anastazia,F,46,0,46
Anastyn,F,16,0,16
Anatole,M,13,13,0
Anavi,F,5,0,5
Anavictoria,F,84,0,84
Anay,F,726,424,302
Anaya,F,10639,0,10639
Anayah,F,1398,0,1398
Anayeli,F,1229,0,1229
Anayely,F,36,0,36
Anayiah,F,5,0,5
Anayla,F,15,0,15
Anaysia,F,5,0,5
Anberlin,F,16,0,16
Ancel,M,25,25,0
Ancil,M,165,165,0
Anda,F,5,0,5
Andee,F,66,0,66
Andelyn,F,10,0,10
Anden,M,70,70,0
Ander,M,413,413,0
Andera,F,45,0,45
Anders,M,3271,3271,0
Andersen,M,93,93,0
Anderson,M,20819,20635,184
Andhy,M,5,5,0
Andi,F,2223,217,2006
Andie,F,1770,5,1765
Andon,M,368,368,0
Andoni,M,10,10,0
Andora,F,6,0,6
Andra,F,2926,885,2041
Andrae,M,603,603,0
Andranik,M,130,130,0
Andraya,F,54,0,54
Andre,M,119148,118699,449
Andrea,F,432573,3309,429264
Andreah,F,31,0,31
Andreana,F,381,0,381
Andreanna,F,76,0,76
Andreas,M,4425,4425,0
Andree,F,619,181,438
Andrei,M,1076,1076,0
Andreia,F,15,0,15
Andreina,F,734,0,734
Andreita,F,5,0,5
Andrena,F,64,0,64
Andres,M,79585,79463,122
Andretta,F,7,0,7
Andrew,M,1267324,1265429,1895
Andrewjames,M,10,10,0
Andrews,M,40,40,0
Andrey,M,1016,1016,0
Andreya,F,155,0,155
Andrez,M,340,340,0
Andria,F,5331,0,5331
Andrian,M,16,16,0
Andriana,F,618,0,618
Andrianna,F,128,0,128
Andrick,M,115,115,0
Andrik,M,358,358,0
Andrina,F,112,0,112
Andriy,M,6,6,0
Andromeda,F,84,0,84
Andru,M,277,277,0
Andrue,M,95,95,0
Andrus,M,22,22,0
Andruw,M,133,133,0
Andry,M,18,18,0
Andrzej,M,54,54,0
Andy,M,83365,83260,105
Anecia,F,48,0,48
Aneesa,F,557,0,557
Aneesah,F,114,0,114
Aneesh,M,232,232,0
Aneesha,F,29,0,29
Aneisha,F,16,0,16
Anel,F,1206,5,1201
Anela,F,640,0,640
Aneli,F,21,0,21
Anelis,F,5,0,5
Anelise,F,31,0,31
Aneliz,F,30,0,30
Anella,F,12,0,12
Anely,F,67,0,67
Anesa,F,12,0,12
Anesha,F,30,0,30
Anesia,F,5,0,5
Anessa,F,802,0,802
Anet,F,5,0,5
Aneta,F,82,0,82
Aneth,F,71,0,71
Anetra,F,78,0,78
Anett,F,27,0,27
Anette,F,1034,0,1034
Aneudi,M,5,5,0
Aneudy,M,22,22,0
Anevay,F,70,0,70
Aneya,F,16,0,16
Anfernee,M,762,762,0
Angad,M,158,158,0
Angel,U,316820,224298,92522
Angela,F,659748,469,659279
Angeldejesus,M,17,17,0
Angele,F,326,0,326
Angelea,F,33,0,33
Angeleah,F,21,0,21
Angelean,F,5,0,5
Angelee,F,234,0,234
Angeleen,F,18,0,18
Angeleena,F,20,0,20
Angelena,F,749,0,749
Angelene,F,198,0,198
Angeles,F,1936,5,1931
Angelette,F,5,0,5
Angelgabriel,M,87,87,0
Angeli,F,476,0,476
Angelia,F,18841,0,18841
Angeliah,F,5,0,5
Angelic,F,1724,0,1724
Angelica,F,86804,142,86662
Angelicamaria,F,5,0,5
Angelicamarie,F,5,0,5
Angelicia,F,6,0,6
Angelie,F,951,0,951
Angelik,F,33,0,33
Angelika,F,1145,0,1145
Angeliki,F,10,0,10
Angelin,F,129,0,129
Angelina,F,111197,5,111192
Angelinah,F,5,0,5
Angeline,F,27054,0,27054
Angelinne,F,5,0,5
